STT,Store Code,Store Name,Address,Region,Province,District,Latlong,,
508,751,BVT - 177 Nguyễn Hữu Cảnh,"177 Nguyễn Hữu Cảnh, Phường Thắng Nhất, Thành phố Vũng Tàu, Tỉnh Bà Rịa – Vũng Tàu",SouthEast2,Ba Ria - Vung Tau,Vung Tau,"10.3872791, 107.1070907",,
509,752,CTO - 166 Cách Mạng Tháng 8,"166 Đường Cách Mạng Tháng 8, P. Cái Khế, Q. Ninh Kiều, Tp. Cần Thơ",Mekong2,Can Tho,Ninh Kieu,"10.0518955, 105.7739217",,
510,753,HAP - 70 Trần Hưng Đạo,"70 đường Trần Hưng Đạo, thị trấn Núi Đèo, huyện Thủy Nguyên, thành phố Hải Phòng",North,Hai Phong,Thuy Nguyen,"20.9210484, 106.6802219",,
511,754,TNI - 134 Trưng Nữ Vương,"134 Trưng Nữ Vương, Khu phố 1, Phường 2, Thành phố Tây Ninh, tỉnh Tây Ninh",SouthEast1,Tay Ninh,Tay Ninh,"11.3093208, 106.0885864",,
512,755,HCM - 978 Tỉnh Lộ 15,"978 Tỉnh Lộ 15, ấp Chợ Cũ, xã An Nhơn Tây, huyện Củ Chi, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Cu Chi,"11.0916362, 106.5132481",,
513,756,QNG - 458-460 Nguyễn Nghiêm,"458-460 Nguyễn Nghiêm, thị xã Đức Phổ, huyện Đức Phổ, tỉnh Quảng Ngãi",Central2,Quang Ngai,Duc Pho,"14.8119148, 108.9558041",,
514,757,DNA - 90 Võ Chí Công,"90 Võ Chí Công, P. Hoà Xuân, Q. Cẩm Lệ, TP Đà Nẵng",Central2,Da Nang,Cam Le,"16.0049266, 108.2227243",,
515,758,HCM - 50B Tây Lân,"50B Tây Lân, Khu phố 7, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh.",HCM,Ho Chi Minh,Binh Tan,"10.7717559, 106.586468",,
516,760,TNI - 483 đường 30 tháng 4,"483 đường Ba Mươi Tháng 4, khu phố 1, Phường 1, Thành phố Tây Ninh, tỉnh Tây Ninh",SouthEast1,Tay Ninh,Tay Ninh,"11.3265289, 106.103799",,
517,761,HCM - 257 Nguyễn Thị Đặng,"257 Nguyễn Thị Đặng (số cũ 257 TTH22), Khu Phố 2, Phường Tân Thới Hiệp, Quận 12, TP. Hồ Chí Minh",HCM,Ho Chi Minh,Quan 12,"10.863122, 106.6402578",,
518,762,BDU - 802 DB4,"thửa đất số 802, tờ bản đồ số 20, đường DB4, khu phố 4, Phường Vĩnh Tân, Thị xã Tân Uyên, Tỉnh Bình Dương.",SouthEast2,Binh Duong,Tan Uyen,"11.1228724, 106.7045389",,
519,763,HCM - 218 Thành Thái,"218 Thành Thái, Phường 12, Quận 10, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 10,"10.7682631, 106.6667135",,
520,764,HCM - 94 Châu Văn Liêm,"94 Châu Văn Liêm, Phường 11, Quận 5, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 5,"10.752895, 106.6589955",,
521,765,DLK - 68 Trần Hưng Đạo,"68 Trần Hưng Đạo, phường An Lạc, thị xã Buôn Hồ, tỉnh Đắk Lắk.",Highland2,Dak Lak,Buon Ho,"12.9178608, 108.2675922",,
522,766,DNA - 81 - 83 Nguyễn Văn Linh,"81-83 Nguyễn Văn Linh, Phường Phước Ninh, Q.Hải Châu, TP Đà Nẵng",Central2,Da Nang,Hai Chau,"16.0605978, 108.2197271",,
523,767,STR - Nam Sông Hậu,"Nam Sông Hậu, Ấp Đầu Giồng, TT. Trần Đề, Huyện Trần Đề, Tỉnh Sóc Trăng",Mekong2,Soc Trang,Tran De,"9.5273477, 106.1882094",,
524,768,HCM - 15-17-19 Đường số 1,"15-17-19 Đường số 1, Khu Phố 4, Phường An Lạc A, Quận Bình Tân, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Tan,"10.74346, 106.6178269",,
525,769,DLK - 2 tỉnh lộ 5,"2 tỉnh lộ 5, xã Cư Ê Bur, thành phố Buôn Ma Thuột, Đắk Lắk",Highland2,Dak Lak,Buon Me Thuot,"12.6951622, 108.0287117",,
526,770,VLO - Đường số 7,"Đường số 7, Khu đô thị mới Song Phú, ấp Phú Ninh, xã Song Phú, huyện Tam Bình, tỉnh Vĩnh Long",Mekong2,Vinh Long,Tam Binh,"10.1166073, 105.9008096",,
527,771,BDU - 130 Nguyễn Thị Minh Khai,"130 Nguyễn Thị Minh Khai, khu phố Tân Long, phường Tân Đông Hiệp, thị xã Dĩ An, tỉnh Bình Dương",SouthEast2,Binh Duong,Di An,"10.916425, 106.7530321",,
528,772,KTU - 473 Hùng Vương,"473 Hùng Vương, tổ dân phố 4A, thị trấn Đắk Hà, Huyện Đắk Hà, tỉnh Kon Tum",Highland3,Kon Tum,Dak Ha,"14.515156, 107.9197026",,
529,774,HCM - 129-129A Huỳnh Văn Bánh,"129 - 129A Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, TP. Hồ Chí Minh",HCM,Ho Chi Minh,Phu Nhuan,"10.7908918, 106.6741387",,
530,776,HCM - 56A Đường số 2,"56A Đường số 2, Khu phố 8, Phường Trường Thọ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu Duc,"10.8349478, 106.7546451",,
531,777,HCM - 760 Xô Viết Nghệ Tĩnh,"760 Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Thanh,"10.8123398, 106.7155568",,
532,778,HCM - C38 Dương Quảng Hàm,"C38 Dương Quảng Hàm, Phường 07, Quận Gò Vấp, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Go Vap,"10.8296599, 106.6885999",,
533,779,HCM - 4423 Nguyễn Cửu Phú,"4423 Nguyễn Cửu Phú, Khu Phố 4, Phường Tân Tạo A, Quận Bình Tân, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Tan,"10.7558072, 106.5866384",,
534,783,HCM - 27/4A Đỗ Văn Dậy,"27/4A đường Đỗ Văn Dậy, Ấp Tân Thới 1, Xã Tân Hiệp, Huyện Hóc Môn, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Hoc Mon,"10.9013674, 106.5999369",,
535,785,HCM - 83 Đường số 8,"Số 83 Đường số 8, Khu phố 1, Phường Linh Xuân, Thành Phố Thủ Đức, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu Duc,"10.8789197, 106.7751371",,
536,786,VLO - 60/45D Thống Chế Điều Bát,"60/45D Đường Thống Chế Điều Bát, Khu 3, thị trấn Trà Ôn, huyện Trà Ôn, tỉnh Vĩnh Long.",Mekong2,Vinh Long,Tra On,"9.9623982, 105.9292198",,
537,787,DNK - 325 Nguyễn Tất Thành,"325 Nguyễn Tất Thành, thị trấn Ea T'ling, huyện Cư Jút, tỉnh Đắk Nông.",Highland2,Dak Nong,Cu Jut,"12.5898407, 107.896767",,
538,788,DON - 82A Nguyễn Phúc Chu,"82A Nguyễn Phúc Chu, Phường Trảng Dài, Thành phố Biên Hòa, Tỉnh Đồng Nai.",SouthEast2,Dong Nai,Bien Hoa,"10.9802896, 106.8547895",,
539,789,DON - 372 Bắc Sơn – Long Thành,"372 Bắc Sơn – Long Thành, thôn Đông Bình, Ấp Bùi Chu, Xã Bắc Sơn, Huyện Trảng Bom, tỉnh Đồng Nai.",SouthEast2,Dong Nai,Trang Bom,"10.9528334, 106.9532936",,
540,790,LAN - 101 Quốc lộ N2,"101, đường QL N2, ấp Bình Thủy, xã Hòa Khánh Đông, huyện Đức Hòa, tỉnh Long An",Mekong1,Long An,Duc Hoa,"10.8928024, 106.3933083",,
541,791,QTR - 36 Lê Duẫn,"36 Lê Duẫn, khóm Hữu Nghị, thị trấn Hồ Xá, huyện Vĩnh Linh, tỉnh Quảng Trị",Central3,Quang Tri,Vinh Linh,"17.0633593, 107.0155599",,
542,792,HCM - A009 120-120B Ngô Tất Tố,"A009 Lô A (tầng trệt) chung cư, số 120-120B Ngô Tất Tố, Phường.19, Quận Bình Thạnh, TPHCM",HCM,Ho Chi Minh,Binh Thanh,"10.7924389, 106.7126125",,
543,793,KHO - Thôn Dầu Sơn,"Thửa đất số 236, tờ bản đồ số 24, thôn Dầu Sơn, xã Suối Tân, huyện Cam Lâm, tỉnh Khánh Hòa.",Central1,Khanh Hoa,Cam Lam,"12.1527205, 109.0705837",,
544,794,DON - 771 Hùng Vương,"771 Hùng Vương, tổ 10, ấp 1, xã Long Thọ, huyện Nhơn Trạch, tỉnh Đồng Nai.",SouthEast2,Dong Nai,Nhon Trach,"10.7589071, 106.9426427",,
545,795,HCM - 223 Hưng Nhơn,"223 Đường Hưng Nhơn, Ấp 3, Xã Tân Kiên, Huyện Bình Chánh, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Chanh,"10.7127164, 106.5932824",,
546,796,PYN - 222-224 Phạm Văn Đồng,"222-224 Phạm Văn Đồng, khu phố Long Hải Nam, Phường Xuân Phú, TX Sông Cầu, Tỉnh Phú Yên",Central2,Phu Yen,Song Cau,"13.5809065, 109.1991932",,
547,798,TVI - 172-174 Đường 30/4,"172-174, Đường 30/4, Khóm 4, Thị trấn Cầu Kè, Huyện Cầu Kè, Tỉnh Trà Vinh",Mekong2,Tra Vinh,Cau Ke,"9.870264599999999, 106.0610787",,
548,800,DNA - 1390 Quảng Xương,"Thửa đất số 1390, tờ bản đồ số 7, đường Quảng Xương, thôn Túy Loan, xã Hòa Phong, huyện Hòa Vang, thành phố Đà Nẵng",Central2,Da Nang,Hoa Vang,"15.9966357, 108.1370171",,
549,801,DON - 19/68 đường 643,"19/68 đường 643 – Xa lộ Hà Nội, Khu phố 1, Phường Long Bình, Thành phố Biên Hòa, Tỉnh Đồng Nai.",SouthEast2,Dong Nai,Bien Hoa,"10.9543822, 106.8749513",,
550,802,KHO - 182 Trần Quý Cáp,"182 Trần Quý Cáp, phường Ninh Hiệp, thị xã Ninh Hòa, tỉnh Khánh Hòa",Central1,Khanh Hoa,Ninh Hoa,"12.4947608, 109.1320424",,
551,804,HCM - 71 Thạnh Lộc 16,"71 Thạnh Lộc 16, Phường Thạnh Lộc, Quận 12, TP Hồ Chí Minh",HCM,Ho Chi Minh,Quan 12,"10.86567, 106.684019",,
552,805,DNA - 16-B4.1 Nguyễn Hữu Thọ,"16-B4.1, tờ bản đồ số 464/98 ĐC-ND, đường Nguyễn Hữu Thọ, phường Khuê Trung, Quận Cẩm Lệ, thành phố Đà Nẵng",Central2,Da Nang,Cam Le,"16.0289739, 108.2087449",,
553,807,QTR - 217 - 219 Trần Hưng Đạo,"217-219 Trần Hưng Đạo, phường 2, thị xã Quảng Trị, tỉnh Quảng Trị",Central3,Quang Tri,Quang Tri,"16.7497006, 107.1851372",,
554,808,LDO - 12 Nguyễn Công Trứ,"12 Nguyễn Công Trứ, phường 8, Thành phố Đà Lạt tỉnh Lâm Đồng",Highland1,Lam Dong,Da lat,"11.9547603, 108.4419007",,
555,810,BDU - 103 Quốc Lộ 13,"Thửa đất số 103, tờ bản đồ số 26, đường Quốc Lộ 13, Phường Tân Định, thị xã Bến Cát, Tỉnh Bình Dương.",SouthEast2,Binh Duong,Ben cat,"11.046769, 106.6334362",,
556,811,HCM - 159 Tăng Nhơn Phú,"159 đường Tăng Nhơn Phú , Khu phố 3, Phường Phước Long B, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu Duc,"10.83141, 106.7754724",,
557,812,CTO - 222 Nguyễn Hiền,"222 Đường Nguyễn Hiền, Phường An Khánh, Quận Ninh Kiều, Thành phố Cần Thơ",Mekong2,Can Tho,Ninh Kieu,"10.0214041, 105.7543324",,
558,813,DLK - 48 Hùng Vương,"48 Hùng Vương, tổ dân phố hòa Bình, thị trấn Ea Súp, huyện Ea súp, tỉnh Đắk Lắk.",Highland2,Dak Lak,Ea Sup,"13.0609341, 107.8880075",,
559,815,BGI - 315 Thân Cảnh Phúc,"315 đường Thân Cảnh Phúc Tổ dân phố Trần Hưng Đạo, thị trấn Chũ, huyện Lục Ngạn, tỉnh Bắc Giang",North,Bac Giang,Luc Ngan,"21.3679584, 106.5641566",,
560,816,DON - 292 Hùng Vương,"292 Hùng Vương, Khu phố Phước Kiểng, Thị trấn Hiệp Phước, Huyện Nhơn Trạch, tỉnh Đồng Nai",SouthEast2,Dong Nai,Nhon Trach,"10.7415783, 106.9455332",,
561,817,DON - 376 Hoàng Bá Bích,"376 Hoàng Bá Bích, Khu phố 5A, Phường Long Bình, Thành phố Biên Hoà, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Bien Hoa,"10.9405466, 106.879629",,
562,818,BPH - 69 DT757,"Thửa đất số 69, Tờ bản đồ 12, ĐT 757, Thôn Tân Lực, Xã Bù Nho, Huyện Phú Riềng, Tỉnh Bình Phước.",SouthEast2,Binh Phuoc,Phu Rieng,"11.7441522, 106.8145782",,
563,819,BVT - 2/8 Đường Võ Thị Sáu,"2/8, Đường Võ Thị Sáu, Khu phố Hải Tân, Thị trấn Phước Hải, Huyện Đất Đỏ, Tỉnh Bà Rịa-Vũng Tàu",SouthEast2,Ba Ria - Vung Tau,Dat Do,"10.432879, 107.2928725",,
564,820,AGI - 224 Nguyễn Thị Hạnh,"Số 224, Nguyễn Thị Hạnh, TT. Óc Eo, huyện Thoại Sơn, tỉnh An Giang",Mekong2,An Giang,Thoai Son,"10.2549743, 105.1553466",,
565,821,BDU - 4650 đường DB8,"Thửa 4650, tờ bản đồ số: 58, đường DB8, khu đô thị Mỹ Phước 2, phường Mỹ Phước, thị xã Bến Cát, tỉnh Bình Dương.",SouthEast2,Binh Duong,Ben Cat,"11.1468672, 106.6079808",,
566,822,LDO - 4A - 4C Hải Thượng,"4A-4C Hải Thượng, phường 06, thành phố Đà Lạt, tỉnh Lâm Đồng",Highland1,Lam Dong,Da lat,"11.9416831, 108.4318538",,
567,824,BDU - 12 DT741,"số 12, Đường DT741, Khu Phố 3, Thị Trấn Tân Bình, Huyện Bắc Tân Uyên, Tỉnh Bình Dương",SouthEast2,Binh Duong,Tan Uyen,"11.2261661, 106.7283742",,
568,825,HCM - 460 - 462 Cách Mạng Tháng 8,"460 - 462 Cách Mạng Tháng 8, Phường 11, Quận 3, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 3,"10.7844925, 106.6694264",,
569,827,HDU - 413 Trần Hưng Đạo,"413 đường Trần Hưng Đạo, ngã tư Phụ Sơn, phường An Lưu, thị xã Kinh Môn, tỉnh Hải Dương",North,Hai Duong,Kinh Mon,"20.9981976, 106.5418184",,
570,828,DON - 02 Trần Văn Xã,"02 Trần Văn Xã, Khu phố 3A, Phường Trảng Dài, Thành phố Biên Hoà, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Bien Hoa,"10.9854533, 106.8664108",,
571,829,TNI - 339 Hoàng Lê Kha,"Số thửa 339, tờ bản đồ 12, đường Hoàng Lê Kha, tổ 11, Khu Phố 3, Thị Trấn Châu Thành, huyện Châu Thành, tỉnh Tây Ninh",SouthEast1,Tay Ninh,Chau Thanh,"11.3120314, 106.0275819",,
572,830,QBI - 1 Lý Thường Kiệt,"1 Lý Thường Kiệt, khu phố 1, phường Ba Đồn, thị xã Ba Đồn, tỉnh Quảng Bình",Central3,Quang Binh,Ba Don,"17.7555407, 106.4199755",,
573,832,HCM - 350 Phạm Thế Hiển,"350 Phạm Thế Hiển, Phường 5, Quận 8, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 8,"10.741405, 106.6581222",,
574,833,BDU - 41 DT741,"41 Khu phố 3, Đường ĐT741, phường Chánh Phú Hòa, thị xã Bến Cát, tỉnh Bình Dương.",SouthEast2,Binh Duong,Ben Cat,"11.148719, 106.6708195",,
575,834,HCM - 91/4B Hà Huy Giáp,"91/4B Hà Huy Giáp, Khu Phố 3, Phường Thạnh Xuân, Quận 12, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 12,"10.8747577, 106.6766218",,
576,836,QNA - 236 Phạm Văn Đồng,"236 Phạm Văn Đồng, thị trấn Núi Thành, huyện Núi Thành, tỉnh Quảng Nam",Central2,Quang Nam,Nui Thanh,"15.4356332, 108.6441488",,
577,837,HCM - 14/5 Đặng Thúc Vịnh,"14/5 đường Đặng Thúc Vịnh, Ấp Trung Đông 1, Xã Thới Tam Thôn, Huyện Hóc Môn, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Hoc Mon,"10.8915879, 106.6152809",,
578,838,KGI - Lô L10-12 QL61,"Lô L10-12 Đường QL61, Chợ và Khu Dân Cư, xã Định An, huyện Gò Quao, tỉnh Kiên Giang",Mekong2,Kien Giang,Go Quao,"9.7654101, 105.3147698",,
579,839,VLO - 478-480 Lưu Nhơn Sâm,"478-480, đường Lưu Nhơn Sâm, Khóm Đông Thuận, phường Đông Thuận, Thị xã Bình Minh, Tỉnh Vĩnh Long.",Mekong2,Vinh Long,Binh Minh,"10.0449259, 105.8359947",,
580,840,VLO - 12 Phan Văn Đáng,"12 đường Phan Văn Đáng, Khóm 1, Thị trấn Tam Bình, Huyện Tam Bình, Tỉnh Vĩnh Long",Mekong2,Vinh Long,Tam Binh,"10.0476856, 105.9992394",,
581,841,BVT - 189 Đường 328,"189, Đường 328, Ấp 4, Tổ 9, Xã Hòa Bình, Huyện Xuyên Mộc, Tỉnh Bà Rịa Vũng Tàu",SouthEast2,Ba Ria - Vung Tau,Xuyen Moc,"10.6277749, 107.3717281",,
582,843,HCM - 168 đường Lê Đình Cẩn,"168 đường Lê Đình Cẩn, khu phố 6, phường Tân Tạo, Quận Bình Tân, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Tan,"10.7605236, 106.5995576",,
583,844,BTR - Nguyễn Thị Định,"Đường Nguyễn Thị Định, Khu phố 2, Thị trấn Giồng Trôm, Huyện Giồng Trôm, Tỉnh Bến Tre",Mekong1,Ben Tre,Giong Trom,"10.1751757, 106.50538",,
584,845,HUE - 1136 - 1138 Nguyễn Tất Thành,"1136-1138 Nguyễn Tất Thành, phường Phú Bài, thị xã Hương Thuỷ, tỉnh Thừa Thiên Huế",Central3,Hue,Huong Thuy,"16.4087338, 107.677563",,
585,846,DLK - 211 Mai Hắc Đế,"211 Mai Hắc Đế, phường Tân Thành, thành phố Buôn Ma Thuột, tỉnh Đắk Lắk",Highland2,Dak Lak,Buon Me Thuot,"12.6685172, 108.0257657",,
586,847,HCM - 176 Gò Dầu,"176 Gò Dầu, Phường Tân Quý, Quận Tân Phú, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Tan Phu,"10.79589, 106.621958",,
587,849,KGI - 265 đường QL80,"265 đường QL80, tổ 10, khu phố Kiên Tân, thị trấn Kiên Lương, huyện Kiên Lương, tỉnh Kiên Giang",Mekong2,Kien Giang,Kien Luong,"10.2773893, 104.6299697",,
588,850,HCM - 619 Tô Ngọc Vân,"619 Tô Ngọc Vân, Khu Phố 04, Phường Tam Bình, Thành Phố Thủ Đức, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu Duc,"10.8660717, 106.7392308",,
589,851,DON - 40 DT 764,"40 DT764, Ấp 9, Xã Sông Ray, Huyện Cẩm Mỹ, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Cam My,"10.7629511, 107.3353083",,
590,853,HAP - 22 Tổ 4 An Dương,"Số 22 Tổ 4, Thị Trấn An Dương, Huyện An Dương, Thành Phố Hải Phòng",North,Hai Phong,An Duong,"20.8573864, 106.6153154",,
591,854,TNI - 324 TL 785,"Thửa 324, tờ bản đồ 17, Tỉnh lộ 785,tổ 14, Ấp Tân Tây, Xã Tân Hưng, Huyện Tân Châu, Tỉnh Tây Ninh",SouthEast1,Tay Ninh,Tan Chau,"11.4888261, 106.1683813",,
592,855,HCM - 1647 TL10,"1647 Tỉnh lộ 10, Khu phố 5, Phường Tân Tạo A, Quận Bình Tân, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Tan,"10.7586946, 106.5785443",,
593,868,KGI - Quốc Lộ 63,"Đường Quốc Lộ 63, Xã Thạnh Yên, Huyện U Minh Thượng, Tỉnh Kiên Giang",Mekong2,Kien Giang,U Minh Thuong,"9.6785263, 105.1146641",,
594,870,TNI - 120 đường 22B,"Thửa 120, tờ bản đồ 76, đường 22B, ấp Tân Hòa, xã Tân Lập, Thị Trấn Tân Biên, Huyện Tân Biên, Tỉnh Tây Ninh",SouthEast1,Tay Ninh,Tan Bien,"11.6053253, 105.987308",,
595,872,DLK - 350 Phan Bội Châu,"350 Phan Bội Châu, phường Thống Nhất, thành phố Buôn Ma Thuột, tỉnh Đắk Lắk, Phường Thống Nhất, Thành Phố Buôn Ma Thuột, Tỉnh Đắk Lắk",Highland2,Dak Lak,Buon Me Thuot,"12.6826835, 108.032995",,
596,873,NTH - 9D Nguyễn Văn Cừ,"9D Nguyễn Văn Cừ, phường Đài Sơn, thành phố Phan Rang-Tháp Chàm, tỉnh Ninh Thuận, Phường Đài Sơn, Thành Phố Phan Rang-Tháp Chàm, Tỉnh Ninh Thuận",Central1,Ninh Thuan,Thap Cham,"11.5783277, 108.9943933",,
597,874,BDI - 47 Trần Phú,"47 Trần Phú, thị trấn Diêu Trì, huyện Tuy Phước, tỉnh Bình Định, Thị Trấn Diêu Trì, Huyện Tuy Phước, Tỉnh Bình Định",Central2,Binh Dinh,Tuy Phuoc,"13.8018355, 109.1473689",,
598,878,DON - 144 Đinh Quang Ân,"144 Đinh Quang Ân, Ấp Hương Phước, Phường Phước Tân, Thành Phố Biên Hòa, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Bien Hoa,"10.8885242, 106.9003499",,
599,880,DON - 28 Lý Văn Sâm,"28 Lý Văn Sâm, Phường Tam Hiệp, Thành Phố Biên Hòa, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Bien Hoa,"10.9562433, 106.8576751",,
600,882,HNI - 147K Đội Cấn,"số 147K đường Đội Cấn, Phường Ngọc Hà, Quận Ba Đình, Thành Phố Hà Nội",North,Ha Noi,Ba Dinh,"21.0350008, 105.8249627",,
601,884,LAN - 159 - 160 N2,"Số 159-160 Đường Quốc Lộ N2, Xã Đức Lập Hạ, Huyện Đức Hòa, Tỉnh Long An",Mekong1,Long An,Duc Hoa,"10.8943622, 106.3926005",,
602,886,BPH - 23 ấp 07 Lộc Thái,"Số 23, tổ 01, ấp 7, Xã Lộc Thái, Huyện Lộc Ninh, Tỉnh Bình Phước",SouthEast2,Binh Phuoc,Loc Ninh,"11.810038, 106.639017",,
603,889,LAN - 15 ĐT833,"Số 15 đường ĐT833, Thị Trấn Tân Trụ, Huyện Tân Trụ, Tỉnh Long An",Mekong1,Long An,Tan Tru,"10.5137302, 106.5079408",,
604,891,DON - 55/7 Phạm Văn Đồng,"55/7 Phạm Văn Đồng, Xã Phước Thiền, Huyện Nhơn Trạch, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Nhon Trach,"10.7521268, 106.9298795",,
605,893,HCM - 705 Nguyễn Thị Định,"705 Nguyễn Thị Định, Khu phố 2, Phường Cát Lái, Thành phố Thủ Đức, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu Duc,"10.7746365, 106.7691943",,
606,894,HNI - Go Lê Trọng Tấn,"BS 7+8+8 tầng hầng 1 TTTM Go! Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Thành Phố Hà Nội",North,Ha Noi,Thanh Xuan,"21.0001195, 105.8282741",,
607,896,BVT - 1129 KP Thị Vải,"Thửa đất số 1129, tờ bản đồ số 22, Tổ 02, Khu phố Thị Vải, Phường Mỹ Xuân, Thị Xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu",SouthEast2,Ba Ria - Vung Tau,Phu My,"10.6292126, 107.0636481",,
608,898,HCM - 98 Đường số 15,"98 đường số 15, khu phố 2, Phường Tân Kiểng, Quận 7, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 7,"10.745574, 106.7067255",,
609,899,HCM - 54 Hồ Học Lãm,"54 Hồ Học Lãm, Phường 16, Quận 8, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 8,"10.714815, 106.6157871",,
610,901,THO - 698 Trung Sơn,"DV-01:10 thửa đất số 698 tờ bản đồ số 08, Phường Trung Sơn, Thành Phố Sầm Sơn, Tỉnh Thanh Hóa",North,Thanh Hoa,Sam Son,"19.7315918, 105.8953306",,
611,903,BDU - 2009 đường D1,"Thửa đất 2009, tờ bản đồ 7TDH.2, đường D1, KP Đông An, Phường Tân Đông Hiệp, Thị Xã Dĩ An, Tỉnh Bình Dương",SouthEast2,Binh Duong,Di An,"10.9115169, 106.7821953",,
612,905,BPH - 21 QL14,"Thửa 21, Tờ bản đồ số 36, Đường Quốc Lộ 14, Khu Phố 4, Phường Tiến Thành, Thành Phố Đồng Xoài, Tỉnh Bình Phước",SouthEast2,Binh Phuoc,Dong Xoai,"11.5401863, 106.9168505",,
613,907,BPH - 24 ấp Tân Lợi,"Thửa đất số 24, tờ bản đồ 22, ấp Tân Lợi, Xã Tân Thành, Huyện Bù Đốp, Tỉnh Bình Phước",SouthEast2,Binh Phuoc,Bu Dop,"11.9391097, 106.71167",,
614,909,QNA - AI - AII Nguyễn Văn Trỗi,"số AI+AII, đường Nguyễn Văn Trỗi, phường Tân Thạnh, thành phố Tam Kỳ, tỉnh Quảng Nam, Phường Tân Thạnh, Thành Phố Tam Kỳ, Tỉnh Quảng Nam",Central2,Quang Nam,Tam Ky,"15.5917292, 108.4750678",,
615,911,AGI - Thành Thái,"Đường Thành Thái, Khóm Bình Khánh 6, Phường Bình Khánh, Thành Phố Long Xuyên, Tỉnh An Giang",Mekong2,An Giang,Long Xuyen,"10.3922087, 105.422492",,
616,912,DNA - 119 Nguyễn Văn Thoại,"119 Nguyễn Văn Thoại, Phường An Hải Đông, Quận Sơn Trà, Thành Phố Đà Nẵng",Central2,Da Nang,Son Tra,"16.0546661, 108.2400577",,
617,915,LCH - 49 Trần Hưng Đạo,"49 Đường Trần Hưng Đạo, Phường Đoàn Kết, Thành phố Lai Châu, Tỉnh Lai Châu",North,Lai Chau,Lai Chau,"22.3992783, 103.4578744",,
618,916,STR - 1 Phan Văn Hùng,"Số 01 Đường Phan Văn Hùng, Thị Trấn Kế Sách, Huyện Kế Sách, Tỉnh Sóc Trăng",Mekong2,Soc Trang,Ke Sach,"9.7700438, 105.9835571",,
619,917,BPH - 43 - 54 đường Sáu Tháng Một,"Thửa đất số 43; 54, tờ bản đồ số 37, Đường Sáu Tháng Một, khu phố 3, Phường Thác Mơ, Thị Xã Phước Long, Tỉnh Bình Phước",SouthEast2,Binh Phuoc,Phuoc Long,"11.8402566, 106.99343",,
620,918,TNI - 713 Điện Biên Phủ,"713 Điện Biên Phủ, khu phố Ninh Phước, Phường Ninh Thạnh, Thành Phố Tây Ninh, Tỉnh Tây Ninh",SouthEast1,Tay Ninh,Tay Ninh,"11.307855, 106.1324975",,
621,919,BPH - KP Ninh Phú,"Thửa đất số 06, tờ bản đồ số TĐ 38 -2019 và Thửa đất số 198, tờ bản đồ số 27, khu phố Ninh Phú, Thị Trấn Lộc Ninh, Huyện Lộc Ninh, Tỉnh Bình Phước",SouthEast2,Binh Phuoc,Loc Ninh,"11.8447783, 106.5901873",,
622,920,TNI - 298 - 300 Nguyễn Chí Thanh,"Số 298-300 đường Nguyễn Chí Thanh, Tổ 6, Khu phố 2, Thị Trấn Dương Minh Châu, Huyện Dương Minh Châu, Tỉnh Tây Ninh",SouthEast1,Tay Ninh,Duong Minh Chau,"11.3841689, 106.2291281",,
